Gender,10th Percentage,Medium of School Education,HSC / Diploma,Name of Board for 12th Exam,12th Percentage,Semester 1 CGPA,Semester 2 CGPA,Semester 3 SGPA,Semester 4 CGPA,Semester 5 CGPA,Placed
1,0.19622602391567023,2,0,0,0.42482049582987547,0.3140218496503372,0.290563437705043,0.5766935378823252,0.5082480375888849,0.5488804004242618,0
0,0.7900361070413228,2,0,0,0.8539857225195506,0.47542907690867375,0.31099522080763253,0.7758611578320734,0.1172032084122363,0.48676355533475835,1
0,0.21974716426999275,2,0,1,0.6863914695286859,0.36585563708568614,0.5720479549916708,0.2961312964377786,0.2980485831991747,0.530979304792907,0
1,0.9006817216766533,0,0,1,0.5311319134593949,0.5377588884577335,0.3404403851058405,0.057121972381449004,0.40072850666755333,0.09262063725199965,0
0,0.321342176887943,0,1,1,0.2022172844743585,0.2601891880334387,0.6946787826390697,0.37570400978765717,0.23020912908397384,0.8629090123066601,1
1,0.2897580293490589,3,1,1,0.9424590563902303,0.5409937375077686,0.1541862466280327,0.8923549558581371,0.10917993003942772,0.905969560637758,1
0,0.3940672013855874,2,1,1,0.17580988076173543,0.5365288646785416,0.3258361565817005,0.6481046942641948,0.9067090846391711,0.992521795507417,1
1,0.9683487971956308,2,0,1,0.38703912282648756,0.7430909431750369,0.32752106466065234,0.7702275594119679,0.782552200452429,0.2930155182096814,0
0,0.8941599072695534,1,1,1,0.3626768377441908,0.019160867405606963,0.7364195615942444,0.26103513487266117,0.8694282911808973,0.4469660989724523,0
0,0.6195779687656958,1,1,1,0.366917746420514,0.8946367709079601,0.739307743331839,0.2098612171926103,0.7183507429274857,0.437378726696497,0
1,0.7826729299976177,0,1,0,0.8554182775848538,0.6086411301195443,0.30404030293234174,0.8193721489963656,0.757325561872027,0.5988412967991322,0
0,0.5348355601382255,0,0,0,0.11609511923215277,0.5698834623393284,0.09642743927749209,0.2754366867102297,0.18149222589578617,0.29441853706651655,0
1,0.31977802522278176,2,0,0,0.4973519065845955,0.6415995020554921,0.6257970826429442,0.11407092857809409,0.3008351116661665,0.7378205641700893,1
1,0.6382092102512515,3,0,1,0.24579514647105116,0.6659929791210927,0.4765582027019891,0.1445645933464471,0.138218871987576,0.8564159903719805,0
0,0.12354324154935548,2,1,1,0.5288275290663519,0.6134769253848384,0.6543377265461452,0.025602158650094298,0.42438692298973535,0.9704500932049012,0
1,0.7856351750864424,1,0,0,0.09540402931760616,0.5218217327581292,0.3767936748756313,0.8114335652916151,0.1422154741273648,0.8118253873250414,1
1,0.7285457693638652,1,0,1,0.7394032799760184,0.2931324196155064,0.43358283621172933,0.13427086801348542,0.6156855066648684,0.006533447172519469,0
0,0.4576222852085029,0,0,1,0.17166819542207823,0.4309169343982149,0.8363570012995577,0.48499565821882107,0.4253966629484488,0.547758887750313,1
0,0.5623411841045407,0,0,1,0.2983823029480962,0.09985303917579236,0.7554844346779035,0.33304797287570287,0.5500125831945297,0.7626496690387824,1
0,0.3805722431214532,2,0,1,0.6668866389048567,0.07987498495136214,0.19915118162102574,0.2969436397236499,0.46441585926134676,0.8097689107216467,0
0,0.896673199322907,3,0,0,0.588405882023555,0.5895094986078647,0.8333641383389007,0.4427694144338383,0.18144058843020394,0.6155594537390338,0
1,0.41401618411569896,1,0,1,0.3777008387795523,0.11998196606222322,0.6044036676045027,0.9411900643304426,0.02264797689133624,0.2463766994406078,1
0,0.9802845112440374,1,1,1,0.3432094543346984,0.6329408817716907,0.19324543567667885,0.5187860940150552,0.7166960182200487,0.9720189026568229,1
1,0.6755991633345164,1,1,0,0.6314687500840092,0.8218439111743384,0.17933153747223407,0.6336962123781043,0.7717153617706765,0.6226482040657102,1
0,0.10651369996487636,3,1,1,0.3086803437711194,0.4124620401205057,0.9940552858593047,0.6133597465686679,0.050797222080033566,0.8305484477557714,1
0,0.8189658094484152,3,1,1,0.31867187549083775,0.2786803226427026,0.27142904895027087,0.36230669159646733,0.12251065264401939,0.9271550328795164,0
