Gender,10th Percentage,Medium of School Education,HSC / Diploma,Name of Board for 12th Exam,12th Percentage,Semester 1 CGPA,Semester 2 CGPA,Semester 3 SGPA,Semester 4 CGPA,Semester 5 CGPA,Placed
1.0,0.4629716452813113,1.0,0.0,0.0,0.23596492332588914,0.9548428348914775,0.6758978212355267,0.7499761966827236,0.014123840164412815,0.908538021644127,0
1.0,0.1642658933077652,1.0,0.0,0.0,0.002223481896458601,0.8559623325418664,0.5839028080997668,0.31636732426344594,0.817962991490504,0.8267125107016167,0
0.0,0.304193342949415,0.3333333333333333,1.0,1.0,0.17676587294855084,0.9354300508207216,0.6227753619748886,0.2685564346704008,0.41206107463269204,0.9325705560974082,0
1.0,0.3098752470777668,0.3333333333333333,1.0,1.0,0.13760511585717294,0.23575876996931644,0.8113890411082609,0.03831950575960619,0.48736185814096755,0.15034947323839543,0
1.0,0.9301715484987851,0.0,0.0,0.0,0.573585201703088,0.6861860901395485,0.3227408993679921,0.8690389797486828,0.9254794595165943,0.2699802937414164,1
0.0,0.8962609880138732,0.6666666666666666,0.0,1.0,0.21145660457253568,0.6552204599402351,0.7417612066426846,0.3158376805017551,0.24126653726838931,0.13251452852616108,0
0.0,0.5054365448847662,1.0,1.0,0.0,0.12371772311015494,0.3134211589446996,0.3144848571613399,0.7608470860189023,0.12192065091688997,0.7381748134533153,0
0.0,0.7404146750846667,0.6666666666666666,1.0,0.0,0.7216725248379574,0.5266994286908604,0.05932480183869826,0.22590134789350902,0.08038456418726714,0.49040167078153507,0
1.0,0.6072499716348112,0.0,1.0,0.0,0.47683958865003007,0.26862993639982813,0.27824825605586234,0.38876422231601104,0.7838616841184516,0.377328380907878,0
1.0,0.6488270237012017,0.6666666666666666,1.0,0.0,0.34613517523175963,0.504138518336112,0.8358140643809282,0.6465132262998998,0.04599705546793764,0.6688125462297472,0
0.0,0.6460440762609534,0.6666666666666666,0.0,1.0,0.21783115669630027,0.7602677313603543,0.9573359316315639,0.14264672958792346,0.19283175293444277,0.2506281278933775,0
0.0,0.2982349195216043,0.0,0.0,0.0,0.3110245512115166,0.3043552044759976,0.47844262578952135,0.7245130523401935,0.524546341309533,0.5206493013463387,0
1.0,0.49751476684293716,0.6666666666666666,0.0,0.0,0.7107386670772788,0.880283788133454,0.34688798605230575,0.12913179622546656,0.5965378380793096,0.24304896809880505,0
1.0,0.9014115961051701,0.3333333333333333,1.0,0.0,0.7659515670885302,0.4704042884737172,0.5590034009544418,0.33421529607544853,0.582340735812013,0.9171389022795333,1
1.0,0.8934131452459164,0.6666666666666666,1.0,1.0,0.3257619422880422,0.19983103131425484,0.32240586050787234,0.9449999037638119,0.17570474164916172,0.026365747086297464,0
0.0,0.926883166691649,0.6666666666666666,0.0,0.0,0.37674506354473847,0.3817859881855985,0.3976343763891119,0.03829972672271387,0.7314898748005856,0.9998212475526085,0
0.0,0.18408032803155105,0.6666666666666666,1.0,0.0,0.04737549894977011,0.8889402132046542,0.49177691979498883,0.05692714038395463,0.8978026486387698,0.08510699567274971,0
0.0,0.648132121895638,0.6666666666666666,0.0,1.0,0.422890062457252,0.4193991549717806,0.5130407313928051,0.3047717772447065,0.2121074855863374,0.8281401037342837,0
0.0,0.12512524286496163,0.3333333333333333,0.0,1.0,0.6735511233614968,0.4137840025647068,0.004776415527749656,0.5495892298670815,0.21139724146452732,0.49651427750166954,0
1.0,0.986971971392995,0.3333333333333333,0.0,1.0,0.2493963391099343,0.11775939532542701,0.23441899292373858,0.8882631889166164,0.29937958738457127,0.795265156220986,0
1.0,0.07165587137058038,0.0,0.0,0.0,0.5257215725186413,0.7624310384799444,0.14185660799445898,0.09058796190266927,0.7493517228110624,0.0503984281326475,0
1.0,0.6296542837450723,0.0,1.0,1.0,0.25287196663653067,0.14110649693408028,0.04859841238141849,0.34722893831234636,0.7915231289865701,0.7895710310646118,0
1.0,0.08677460958776329,1.0,0.0,0.0,0.4870439009003249,0.025409816339074354,0.8468829225322225,0.9244767671896761,0.015012118598331181,0.2751878922057571,0
1.0,0.5086501347142667,0.6666666666666666,0.0,0.0,0.27382452011078895,0.6092736376102477,0.9859189056920745,0.5078481953151939,0.8279943767029421,0.5248683272025589,0
0.0,0.5095862355364869,0.3333333333333333,0.0,0.0,0.4189306640859627,0.7597438833242678,0.40826649312318697,0.6099693381908118,0.6210853692266074,0.565004403272527,0
0.0,0.9052466766477862,0.0,0.0,1.0,0.0631285287391492,0.15574900089070498,0.05497751933231587,0.5136876598283617,0.29291685358999153,0.04832255265124097,0
0.0,0.7912592731083548,1.0,0.0,0.0,0.7837645238236162,0.9733860509337791,0.008669934241088306,0.27049004097665375,0.5465924244523568,0.09283432301103467,0
1.0,0.19330555353836543,0.0,0.0,1.0,0.5656072459933528,0.007764495975551178,0.4621286102335178,0.9297809688604666,0.08807071894560359,0.17054512582262626,0
1.0,0.2036023783278733,0.3333333333333333,1.0,1.0,0.4362659148289909,0.3456509211027563,0.00838488625498135,0.47092777228901106,0.9372292406649883,0.796200857700534,0
0.0,0.36015498152857983,0.0,0.0,0.0,0.9364301511917632,0.5803556059496615,0.14086829706279724,0.49226455803084246,0.315133326323795,0.4055796852071043,0
0.0,0.07788603509312586,1.0,1.0,0.0,0.20075415361896898,0.710757329204116,0.4169089739303242,0.9756418183514768,0.5835127431575868,0.9242826878773984,0
0.0,0.8104249375821411,1.0,0.0,0.0,0.6669059394386343,0.9482685730575589,0.8377114495367901,0.3084494347040154,0.36779736995859613,0.2640271683201907,1
0.0,0.7532472480401409,1.0,0.0,1.0,0.7994172023468407,0.7227696421728713,0.1334757878955224,0.6401682183427191,0.1025881891694711,0.6213714127654222,0
1.0,0.7938516009530519,1.0,0.0,0.0,0.028332453598566065,0.2682179618657723,0.9673072604423507,0.5895753926952487,0.143307501564355,0.4512231496078569,0
1.0,0.19331872285292095,0.0,1.0,1.0,0.15711273973799722,0.45182762282655897,0.4929116668949045,0.45392090283328734,0.2842519274647253,0.5039921762987283,0
1.0,0.4097986047438653,0.3333333333333333,1.0,1.0,0.21490959984948743,0.22109074915203397,0.14883990394601598,0.8550240065047725,0.8993688405681728,0.9118481068878745,0
0.0,0.09248617375587509,0.3333333333333333,0.0,0.0,0.2771636824091308,0.11649341150246428,0.686881378069788,0.18712482657143292,0.5705136881267006,0.8169806845090157,0
1.0,0.36925108490071334,0.0,1.0,1.0,0.03653235440014724,0.21663718077180594,0.30886420343292587,0.5777575545813871,0.20526809988131856,0.4256698556492968,0
0.0,0.8524887522760332,0.0,1.0,0.0,0.0320072705318295,0.06462503031065747,0.2710574126000207,0.09776955247251573,0.1765775868933157,0.21794770707483657,0
0.0,0.64840178135641,0.3333333333333333,0.0,0.0,0.7490388058621877,0.19409149585314234,0.8246512633241236,0.46632059141280013,0.2328449652958282,0.14241103838987357,0
1.0,0.6390915154313497,1.0,1.0,1.0,0.9163318925494162,0.9165854713874939,0.615501773986864,0.6156706277513013,0.3051704481139912,0.5642782699076268,1
0.0,0.9782477279829189,0.6666666666666666,0.0,0.0,0.0773101201058406,0.8715432761291528,0.9598644847939273,0.6292182618898079,0.9929820572229158,0.3094696504420549,0
0.0,0.341824979312203,1.0,0.0,0.0,0.5018508104573951,0.6279740504214666,0.20016337386928829,0.34270887252761906,0.8477068348309063,0.9969436290567426,0
1.0,0.004101568634366615,1.0,1.0,1.0,0.03862956551384711,0.8381061448128775,0.13244324926012352,0.6510788344185774,0.5453542265069369,0.6041119409987741,0
0.0,0.2583373078759015,0.0,1.0,1.0,0.8885774442463892,0.24760543763965703,0.25139589363061,0.7672041797450526,0.4068194438437831,0.5512843851772522,0
1.0,0.7246777139564187,1.0,1.0,0.0,0.5526568336482289,0.6712398689727408,0.9398772187732103,0.20180507565465966,0.3594045805766424,0.04316333907692815,0
1.0,0.8191476543198397,0.6666666666666666,1.0,0.0,0.1812763759738969,0.02653328266124122,0.9205609574188176,0.411097958742757,0.5587640584304494,0.8812858055018018,0
0.0,0.8812658212726272,0.0,1.0,1.0,0.4268701132315793,0.9112234617634734,0.7691068349860153,0.18275064231987148,0.9389565706169463,0.1578392442804133,0
0.0,0.32990456168675086,1.0,1.0,0.0,0.12196097853098076,0.6987883090147555,0.7051582794723417,0.10151573101376643,0.3775937890650476,0.020875607828022336,0
1.0,0.9496641890320388,1.0,1.0,0.0,0.10909574195205929,0.5686550199315583,0.43130895873454067,0.485570029775253,0.5388161868864874,0.7501098075440531,0
0.0,0.9233265984287766,0.6666666666666666,1.0,1.0,0.26138841594208717,0.20809240315594923,0.368667573790173,0.21243349067167605,0.1803488169559162,0.9556577293663375,0
1.0,0.2826411949719585,0.6666666666666666,0.0,1.0,0.3746194052174969,0.346564944467747,0.18190356828163168,0.1900493701223822,0.9090131800979075,0.42328357337564126,0
0.0,0.34030040742975487,1.0,0.0,1.0,0.5214075471019375,0.03282718194137724,0.5749655362749531,0.21901895196082544,0.16987532070985312,0.8946329209005368,0
0.0,0.9614021335828911,1.0,1.0,0.0,0.6080905943426931,0.7314455619382456,0.8240333964983808,0.01942079931155316,0.2972533912820814,0.2616525388101927,0
0.0,0.5883912969852676,1.0,0.0,0.0,0.5408207602266573,0.7011820768623158,0.43536366676165983,0.4197919497505227,0.6742123253606747,0.29467762841070577,1
0.0,0.053042543608623705,0.3333333333333333,1.0,0.0,0.722935090579762,0.37043533242452886,0.720268983924591,0.9567803521950831,0.6824434391905663,0.0068732038400005635,0
0.0,0.09362632478752841,0.6666666666666666,1.0,1.0,0.965571607925102,0.07947101931796396,0.5176500671964401,0.192927719033956,0.4046425559282443,0.4397980798602381,0
0.0,0.05683172392541991,0.0,0.0,0.0,0.1033721332409141,0.7423446141794341,0.18896190415940595,0.19405617544236753,0.06113137380655864,0.5253105827166373,0
0.0,0.13134190658932332,1.0,0.0,0.0,0.09048966796460167,0.26362660222648504,0.47021059278696065,0.9115659877979523,0.5758799014991935,0.7199436485042794,0
0.0,0.9244712543123339,0.3333333333333333,0.0,1.0,0.7303951829226851,0.5780173549941914,0.5389333059959593,0.1563912572979662,0.8936716662722142,0.9154349661858845,1
0.0,0.9517519371146186,0.3333333333333333,0.0,1.0,0.8223485704744204,0.1885517025593062,0.8947045741082666,0.13805072476314662,0.3063884986343335,0.17777045097880917,0
0.0,0.40099107859439753,0.6666666666666666,1.0,1.0,0.3588462847990259,0.0012639522681436866,0.9483349759517243,0.591634016936045,0.4414904024235664,0.5474248252476279,0
0.0,0.5992363275805848,1.0,0.0,0.0,0.9407067238106883,0.1667991524930188,0.7078657815181573,0.7231805229255754,0.4194819279545601,0.25057126393769735,0
0.0,0.5897858816176829,1.0,0.0,0.0,0.4586445311402909,0.34927978140457405,0.8573606912233256,0.3848923732038667,0.04993545707877933,0.37908436880342533,0
0.0,0.27105985998278603,0.0,0.0,0.0,0.34954068268922,0.3772375736334501,0.641142384670808,0.9075459486640574,0.2064660502825042,0.7251094664098257,0
0.0,0.3793810957717825,0.0,1.0,0.0,0.7425373202824215,0.6347228765524338,0.03813017900066873,0.5196100862208488,0.05057613530632121,0.8942043018118704,0
0.0,0.6258267555522647,1.0,0.0,0.0,0.7409172357745448,0.4699417854802901,0.5094435147797141,0.9968162281139272,0.4234779010076366,0.19486030871802518,1
0.0,0.4697243158770452,1.0,1.0,1.0,0.004872527206101651,0.08891011579736574,0.3485118966009648,0.030020065739569723,0.4628736911475726,0.017894378478457096,0
0.0,0.5488759396010159,0.3333333333333333,0.0,0.0,0.7084398445197726,0.21565647589707648,0.7415802540193819,0.33863774866365004,0.5470366034151444,0.6265771629391059,0
0.0,0.9181853774118234,0.3333333333333333,1.0,0.0,0.08230657856157242,0.2487143380591217,0.10066214670140194,0.0018473986833673628,0.17798202369237126,0.5222453897450636,0
1.0,0.2713313470738645,0.0,1.0,0.0,0.19006776881629994,0.9932452664460398,0.03271734956369077,0.04308402825701796,0.5161818959326654,0.42148056549745583,0
1.0,0.8688744458179101,0.6666666666666666,0.0,0.0,0.5822047022301575,0.8195895240629318,0.8878866400709775,0.4092575037053554,0.6448473792170213,0.6447976404180342,1
1.0,0.46289531107919357,1.0,1.0,0.0,0.9265247607407052,0.10219491357494448,0.03250288752820918,0.567815535579181,0.8336842195191889,0.08125173005627095,0
1.0,0.02193467196629939,0.3333333333333333,0.0,1.0,0.28404016971205737,0.6918771843432574,0.9336475619176241,0.6148886495122987,0.2538791726491292,0.7202941376616971,0
0.0,0.7823871067289598,1.0,0.0,0.0,0.7572473138671096,0.4064294662173151,0.14428983479455004,0.8396741953487363,0.2272990736213938,0.5217510539016157,0
1.0,0.5624080950258983,0.3333333333333333,1.0,0.0,0.9467602754270863,0.7873204471340705,0.8706314918903306,0.4676377540126815,0.624319316549907,0.8443247509211611,1
0.0,0.3578999281819786,1.0,1.0,0.0,0.16234591250420127,0.1437443175269193,0.736178099844921,0.9342743130827675,0.24053067062457245,0.7803460706110297,0
0.0,0.7706689441076233,1.0,0.0,0.0,0.9684527071666258,0.5950950632494196,0.32644235139931466,0.1937873652048494,0.36602866035896264,0.013077456650500974,0
0.0,0.8669067604482632,0.3333333333333333,0.0,0.0,0.025864110510329663,0.6235499596898957,0.8850417881213795,0.7800777998811959,0.03500415311133365,0.626959146288125,0
0.0,0.9660574057300342,0.6666666666666666,1.0,0.0,0.07020585876638696,0.25961882572390405,0.2957508354784082,0.28376843827291776,0.5933200001930663,0.5243705721780931,0
0.0,0.8563358445995046,0.6666666666666666,0.0,0.0,0.6671293763380048,0.33869317489779194,0.6600424281267858,0.19841695044328223,0.7605228988875163,0.23620792221284415,0
0.0,0.866795180064647,1.0,1.0,1.0,0.6261975388586438,0.4473557621621751,0.24992830688208567,0.08637104436711907,0.3776983465112842,0.516036467815923,0
1.0,0.42880232402349017,0.3333333333333333,1.0,1.0,0.16473264822267542,0.9310376779144232,0.29768153699517086,0.4493920883085658,0.24815737964076812,0.9710126574688052,0
1.0,0.13976763538494108,0.3333333333333333,0.0,1.0,0.5517238750509663,0.3681970847843261,0.07707279479982931,0.3129759455082781,0.35348420022984106,0.40805075158211457,0
0.0,0.24850077190617115,0.6666666666666666,1.0,1.0,0.025506387670366504,0.5164782751706589,0.5467289172530307,0.17224819545798464,0.01928447895749441,0.11747723070907767,0
0.0,0.6945382577139139,0.0,1.0,0.0,0.23957331086277556,0.5194030607546307,0.9819085259384002,0.6565716345891568,0.469582394593107,0.20504041789991367,0
1.0,0.2505231102448542,0.0,0.0,0.0,0.7238251901684247,0.7543696876701578,0.5039522483394485,0.16008922171806583,0.31051460915688667,0.1461626216435845,0
0.0,0.2830571340415551,0.6666666666666666,1.0,0.0,0.7807249052074683,0.08606981075483455,0.04771130529783729,0.8649262442324361,0.21347812970357438,0.05085700129295523,0
0.0,0.5189171584773336,0.3333333333333333,1.0,0.0,0.25433900290632216,0.6104276993138962,0.6953064846115771,0.03958028324123353,0.500780180191704,0.6333910596473022,0
1.0,0.7055013073062963,1.0,1.0,0.0,0.8330503864174057,0.3725864883003256,0.5520397842740787,0.4994078805778077,0.775419766435006,0.03493591104407434,0
1.0,0.6282990500945402,0.0,1.0,0.0,0.060496460161009846,0.027007204170696575,0.684014067145732,0.5761186245008592,0.40984015355976977,0.1963892016469604,0
0.0,0.6955474817148923,0.0,1.0,0.0,0.9132086620904176,0.4536345969426261,0.9429339473638705,0.88756361930119,0.34485586341083785,0.8186817073970492,1
1.0,0.05766923841603799,0.6666666666666666,1.0,0.0,0.4883829959219437,0.9255473976404649,0.7265687829554843,0.6246814430892718,0.7056457035789259,0.962940515327865,0
0.0,0.6824406654231727,0.3333333333333333,1.0,0.0,0.03926422892541703,0.5549572996039083,0.371536313642574,0.8037372302506518,0.2992593554378886,0.9292372403781557,0
1.0,0.23051502422269277,1.0,0.0,0.0,0.43356201285750995,0.851242712739487,0.6314061690365005,0.9058705825105373,0.028631837440101116,0.22512083599134858,0
0.0,0.881988886805698,0.6666666666666666,1.0,0.0,0.8016855859455818,0.8503503429646448,0.8857804769526174,0.5408039209819449,0.7146883065467513,0.2658260590022792,1
0.0,0.7736763424504378,0.0,1.0,0.0,0.5664672267702304,0.9915890418894642,0.783237651247839,0.1257237241819409,0.29493615030180065,0.18029117370492864,0
1.0,0.17713340926453913,0.0,1.0,0.0,0.6772572642193722,0.7395851611387569,0.9154269594978124,0.8756036380816306,0.6438696649887792,0.43279788326277036,0
0.0,0.6468559592669045,0.3333333333333333,1.0,1.0,0.10085300873529679,0.157245002745094,0.0933171466838485,0.9193349981539747,0.9870861545890595,0.5010526134025048,0
0.0,0.2588773542849616,0.6666666666666666,0.0,1.0,0.044619968844636926,0.22792722269454746,0.6089108405293651,0.13441280252698773,0.7418738035993808,0.928771780452692,0
0.0,0.5200738270380567,1.0,0.0,0.0,0.27097548478939926,0.19599104191010364,0.934703146481882,0.2687176427448197,0.8987416193366178,0.9995629418737098,0
0.0,0.9848408106455966,0.0,0.0,0.0,0.16936621217574288,0.3861020344097641,0.7535384148226378,0.6310270089780068,0.16750208122166876,0.9903566751713551,0
0.0,0.7629632918567979,1.0,0.0,1.0,0.2458030291929698,0.30621766306378273,0.9427286082156985,0.9904492116285897,0.047641372939576154,0.15305834745105162,0
0.0,0.05860453961248724,1.0,1.0,0.0,0.5438376572560992,0.43447346923825947,0.8195152888600612,0.02619832608818129,0.3799572108051872,0.3504128684419161,0
0.0,0.9403515856808546,1.0,1.0,0.0,0.8390035075322642,0.8622198719857579,0.8141350252459656,0.9018882172449403,0.23044020014512068,0.9472476302095645,1
1.0,0.9403626211465483,0.6666666666666666,0.0,1.0,0.9471983983759094,0.8874535539524882,0.5867925158311382,0.026355713626597055,0.6244269958488626,0.5867623575787193,1
1.0,0.14689947390410496,0.3333333333333333,0.0,0.0,0.6444801917841589,0.3606784728330048,0.6401077808869311,0.4027306818845555,0.9755886658802515,0.6205208547605237,0
0.0,0.2889848623811302,0.6666666666666666,0.0,1.0,0.27397603801147774,0.5904037192294789,0.3379492458940838,0.4821213484294504,0.22250375332503314,0.26141882896220503,0
1.0,0.5348361985536396,0.6666666666666666,1.0,0.0,0.19841877738093983,0.8878757107567585,0.5599928605397833,0.5937596366565119,0.5093158909795088,0.976501239928278,0
1.0,0.4121796389328618,0.0,1.0,0.0,0.6774432677620559,0.9304770387906895,0.40660665071045754,0.740596409204219,0.15514587731757246,0.6422523163728826,0
0.0,0.03258593950893385,0.0,1.0,0.0,0.38956036036745934,0.3225705187396235,0.6365107181840846,0.017525320481035944,0.04773134230577991,0.5310668002343841,0
1.0,0.5068907059173315,0.0,0.0,1.0,0.5941727550228539,0.05236547624308807,0.5760685782172459,0.21645109714185828,0.532686405972441,0.42914932321155064,0
1.0,0.6207055337248542,0.3333333333333333,1.0,0.0,0.7244628448426766,0.7100633282055,0.28748259568542833,0.04459008759535976,0.2917580134423172,0.9972192930164954,0
1.0,0.8465787035869932,1.0,1.0,1.0,0.8947344896267784,0.2848683202372331,0.41646224267999754,0.4074790067082259,0.5744383801102786,0.006504211968750173,0
1.0,0.09576171348209606,1.0,1.0,1.0,0.8311473313206394,0.7200610557317915,0.6874724549280202,0.8152196137325416,0.7020700727020035,0.021865639351344335,0
0.0,0.3543936619000352,0.0,1.0,1.0,0.3097187150456979,0.8264712801625258,0.9453226952704052,0.7921299967452242,0.9542725002087695,0.633827838961667,0
1.0,0.6300609145887948,0.3333333333333333,0.0,0.0,0.7896876812747835,0.4820056148448555,0.10226065425276953,0.4145559446029292,0.02993285092801834,0.658840505925157,0
